第1组,#genre#
江苏卫视,http://42.48.17.188:9901/tsfile/live/37225_1.m3u8
湖南电视剧,http://42.48.17.188:9901/tsfile/live/37219_1.m3u8
第35组,#genre#
CHC动作电影,http://58.19.38.162:9901/tsfile/live/1037_1.m3u8
CHC家庭影院,http://58.19.38.162:9901/tsfile/live/1036_1.m3u8
CHC电影,http://58.19.38.162:9901/tsfile/live/1038_1.m3u8
CCTV1,http://58.19.38.162:9901/tsfile/live/1000_1.m3u8
CCTV2,http://58.19.38.162:9901/tsfile/live/1001_1.m3u8
CCTV3,http://58.19.38.162:9901/tsfile/live/1002_1.m3u8
CCTV4,http://58.19.38.162:9901/tsfile/live/1003_1.m3u8
CCTV5,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8
CCTV5+,http://58.19.38.162:9901/tsfile/live/1014_1.m3u8
CCTV6,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8
CCTV7,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8
CCTV8,http://58.19.38.162:9901/tsfile/live/1007_1.m3u8
CCTV9,http://58.19.38.162:9901/tsfile/live/1008_1.m3u8
CCTV10,http://58.19.38.162:9901/tsfile/live/1009_1.m3u8
CCTV11,http://58.19.38.162:9901/tsfile/live/1010_1.m3u8
CCTV12,http://58.19.38.162:9901/tsfile/live/1011_1.m3u8
CCTV13,http://58.19.38.162:9901/tsfile/live/1012_1.m3u8
CCTV14,http://58.19.38.162:9901/tsfile/live/1013_1.m3u8
CCTV15,http://58.19.38.162:9901/tsfile/live/0015_1.m3u8
湖南卫视,http://58.19.38.162:9901/tsfile/live/1016_1.m3u8
浙江卫视,http://58.19.38.162:9901/tsfile/live/1020_1.m3u8
江苏卫视,http://58.19.38.162:9901/tsfile/live/1019_1.m3u8
北京卫视,http://58.19.38.162:9901/tsfile/live/1017_1.m3u8
广东卫视,http://58.19.38.162:9901/tsfile/live/1022_1.m3u8
辽宁卫视,http://58.19.38.162:9901/tsfile/live/1027_1.m3u8
安徽卫视,http://58.19.38.162:9901/tsfile/live/1021_1.m3u8
东南卫视,http://58.19.38.162:9901/tsfile/live/1028_1.m3u8
天津卫视,http://58.19.38.162:9901/tsfile/live/1024_1.m3u8
江西卫视,http://58.19.38.162:9901/tsfile/live/1029_1.m3u8
山东卫视,http://58.19.38.162:9901/tsfile/live/1025_1.m3u8
河南卫视,http://58.19.38.162:9901/tsfile/live/1026_1.m3u8
湖北卫视,http://58.19.38.162:9901/tsfile/live/1015_1.m3u8
深圳卫视,http://58.19.38.162:9901/tsfile/live/1023_1.m3u8
贵州卫视,http://58.19.38.162:9901/tsfile/live/1030_1.m3u8
上海卫视,http://58.19.38.162:9901/tsfile/live/1018_1.m3u8
快乐垂钓,http://58.19.38.162:9901/tsfile/live/1033_1.m3u8
第一剧场,http://58.19.38.162:9901/tsfile/live/1035_1.m3u8
金鹰卡通,http://58.19.38.162:9901/tsfile/live/1031_1.m3u8
金鹰纪实,http://58.19.38.162:9901/tsfile/live/1032_1.m3u8
风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8
第36组,#genre#
CCTV1,http://58.48.37.158:1111/tsfile/live/0001_1.m3u8
CCTV2,http://58.48.37.158:1111/tsfile/live/0002_1.m3u8
CCTV3,http://58.48.37.158:1111/tsfile/live/0003_1.m3u8
CCTV4,http://58.48.37.158:1111/tsfile/live/0004_1.m3u8
CCTV5,http://58.48.37.158:1111/tsfile/live/0005_1.m3u8
CCTV5+,http://58.48.37.158:1111/tsfile/live/0016_1.m3u8
CCTV6,http://58.48.37.158:1111/tsfile/live/0006_1.m3u8
CCTV7,http://58.48.37.158:1111/tsfile/live/0007_1.m3u8
CCTV8,http://58.48.37.158:1111/tsfile/live/0008_1.m3u8
CCTV9,http://58.48.37.158:1111/tsfile/live/0009_1.m3u8
CCTV10,http://58.48.37.158:1111/tsfile/live/0010_1.m3u8
CCTV11,http://58.48.37.158:1111/tsfile/live/0011_1.m3u8
CCTV12,http://58.48.37.158:1111/tsfile/live/0012_1.m3u8
CCTV13,http://58.48.37.158:1111/tsfile/live/0013_1.m3u8
CCTV14,http://58.48.37.158:1111/tsfile/live/0014_1.m3u8
CCTV15,http://58.48.37.158:1111/tsfile/live/0015_1.m3u8
CCTV17,http://58.48.37.158:1111/tsfile/live/0017_1.m3u8
湖南卫视,http://58.48.37.158:1111/tsfile/live/0128_1.m3u8
浙江卫视,http://58.48.37.158:1111/tsfile/live/0124_1.m3u8
江苏卫视,http://58.48.37.158:1111/tsfile/live/0127_1.m3u8
北京卫视,http://58.48.37.158:1111/tsfile/live/0122_1.m3u8
广东卫视,http://58.48.37.158:1111/tsfile/live/0125_1.m3u8
吉林卫视,http://58.48.37.158:1111/tsfile/live/0116_1.m3u8
辽宁卫视,http://58.48.37.158:1111/tsfile/live/0121_1.m3u8
黑龙江卫视,http://58.48.37.158:1111/tsfile/live/0143_1.m3u8
安徽卫视,http://58.48.37.158:1111/tsfile/live/0130_2.m3u8
东南卫视,http://58.48.37.158:1111/tsfile/live/0137_1.m3u8
天津卫视,http://58.48.37.158:1111/tsfile/live/0135_1.m3u8
江西卫视,http://58.48.37.158:1111/tsfile/live/0138_1.m3u8
山东卫视,http://58.48.37.158:1111/tsfile/live/0131_1.m3u8
河南卫视,http://58.48.37.158:1111/tsfile/live/0139_1.m3u8
河北卫视,http://58.48.37.158:1111/tsfile/live/0117_1.m3u8
湖北卫视,http://58.48.37.158:1111/tsfile/live/0018_1.m3u8
广西卫视,http://58.48.37.158:1111/tsfile/live/0113_1.m3u8
海南卫视,http://58.48.37.158:1111/tsfile/live/1007_1.m3u8
重庆卫视,http://58.48.37.158:1111/tsfile/live/0142_1.m3u8
贵州卫视,http://58.48.37.158:1111/tsfile/live/0120_1.m3u8
四川卫视,http://58.48.37.158:1111/tsfile/live/0123_1.m3u8
上海卫视,http://58.48.37.158:1111/tsfile/live/0107_1.m3u8
武汉1新闻综合,http://58.48.37.158:1111/tsfile/live/1004_1.m3u8
武汉2电视剧,http://58.48.37.158:1111/tsfile/live/0130_1.m3u8
武汉3科技生活,http://58.48.37.158:1111/tsfile/live/1005_1.m3u8
武汉5文体,http://58.48.37.158:1111/tsfile/live/1006_1.m3u8
武汉教育,http://58.48.37.158:1111/tsfile/live/1003_1.m3u8
湖北公共新闻,http://58.48.37.158:1111/tsfile/live/1001_1.m3u8
湖北影视,http://58.48.37.158:1111/tsfile/live/1000_1.m3u8
湖北电视台,http://58.48.37.158:1111/tsfile/live/1002_1.m3u8
湖北经视,http://58.48.37.158:1111/tsfile/live/0019_1.m3u8
第37组,#genre#
CCTV1,http://58.51.111.46:1111/tsfile/live/0001_1.m3u8
CCTV2,http://58.51.111.46:1111/tsfile/live/0002_1.m3u8
CCTV3,http://58.51.111.46:1111/tsfile/live/0003_1.m3u8
CCTV4,http://58.51.111.46:1111/tsfile/live/1004_1.m3u8
CCTV5,http://58.51.111.46:1111/tsfile/live/1005_1.m3u8
CCTV5+,http://58.51.111.46:1111/tsfile/live/1021_1.m3u8
CCTV6,http://58.51.111.46:1111/tsfile/live/1006_1.m3u8
CCTV7,http://58.51.111.46:1111/tsfile/live/1007_1.m3u8
CCTV8,http://58.51.111.46:1111/tsfile/live/1008_1.m3u8
CCTV9,http://58.51.111.46:1111/tsfile/live/1009_1.m3u8
CCTV10,http://58.51.111.46:1111/tsfile/live/1010_1.m3u8
CCTV11,http://58.51.111.46:1111/tsfile/live/1011_1.m3u8
CCTV12,http://58.51.111.46:1111/tsfile/live/1012_1.m3u8
CCTV13,http://58.51.111.46:1111/tsfile/live/1013_1.m3u8
CCTV14,http://58.51.111.46:1111/tsfile/live/1014_1.m3u8
CCTV15,http://58.51.111.46:1111/tsfile/live/1015_1.m3u8
CCTV17,http://58.51.111.46:1111/tsfile/live/1016_1.m3u8
湖南卫视,http://58.51.111.46:1111/tsfile/live/1022_1.m3u8
浙江卫视,http://58.51.111.46:1111/tsfile/live/1024_1.m3u8
江苏卫视,http://58.51.111.46:1111/tsfile/live/1023_1.m3u8
北京卫视,http://58.51.111.46:1111/tsfile/live/1026_1.m3u8
广东卫视,http://58.51.111.46:1111/tsfile/live/1017_1.m3u8
吉林卫视,http://58.51.111.46:1111/tsfile/live/0116_1.m3u8
辽宁卫视,http://58.51.111.46:1111/tsfile/live/1029_1.m3u8
黑龙江卫视,http://58.51.111.46:1111/tsfile/live/1031_1.m3u8
安徽卫视,http://58.51.111.46:1111/tsfile/live/1025_1.m3u8
东南卫视,http://58.51.111.46:1111/tsfile/live/1033_1.m3u8
天津卫视,http://58.51.111.46:1111/tsfile/live/1028_1.m3u8
江西卫视,http://58.51.111.46:1111/tsfile/live/0138_1.m3u8
江西卫视,http://58.51.111.46:1111/tsfile/live/0138_2.m3u8
山东卫视,http://58.51.111.46:1111/tsfile/live/1030_1.m3u8
河南卫视,http://58.51.111.46:1111/tsfile/live/1035_1.m3u8
河北卫视,http://58.51.111.46:1111/tsfile/live/1036_1.m3u8
湖北卫视,http://58.51.111.46:1111/tsfile/live/1018_1.m3u8
广西卫视,http://58.51.111.46:1111/tsfile/live/0113_1.m3u8
深圳卫视,http://58.51.111.46:1111/tsfile/live/0126_1.m3u8
深圳卫视,http://58.51.111.46:1111/tsfile/live/1027_1.m3u8
海南卫视,http://58.51.111.46:1111/tsfile/live/1040_1.m3u8
重庆卫视,http://58.51.111.46:1111/tsfile/live/1032_1.m3u8
贵州卫视,http://58.51.111.46:1111/tsfile/live/1038_1.m3u8
四川卫视,http://58.51.111.46:1111/tsfile/live/1037_1.m3u8
云南卫视,http://58.51.111.46:1111/tsfile/live/0119_1.m3u8
陕西卫视,http://58.51.111.46:1111/tsfile/live/0136_1.m3u8
宁夏卫视,http://58.51.111.46:1111/tsfile/live/0112_1.m3u8
内蒙古卫视,http://58.51.111.46:1111/tsfile/live/0109_1.m3u8
上海卫视,http://58.51.111.46:1111/tsfile/live/1039_1.m3u8
公共新闻,http://58.51.111.46:1111/tsfile/live/1034_1.m3u8
湖北影视,http://58.51.111.46:1111/tsfile/live/1000_1.m3u8
湖北电视台,http://58.51.111.46:1111/tsfile/live/1020_1.m3u8
湖北经视,http://58.51.111.46:1111/tsfile/live/1019_1.m3u8
第38组,#genre#
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8
CCTV2,http://58.57.21.166:9901/tsfile/live/0002_1.m3u8
CCTV4,http://58.57.21.166:9901/tsfile/live/0004_1.m3u8
CCTV5+,http://58.57.21.166:9901/tsfile/live/0016_1.m3u8
CCTV6,http://58.57.21.166:9901/tsfile/live/0006_1.m3u8
CCTV8,http://58.57.21.166:9901/tsfile/live/0008_1.m3u8
CCTV9,http://58.57.21.166:9901/tsfile/live/0009_1.m3u8
CCTV11,http://58.57.21.166:9901/tsfile/live/0011_1.m3u8
CCTV12,http://58.57.21.166:9901/tsfile/live/0012_1.m3u8
CCTV13,http://58.57.21.166:9901/tsfile/live/0013_1.m3u8
CCTV14,http://58.57.21.166:9901/tsfile/live/0014_1.m3u8
CCTV15,http://58.57.21.166:9901/tsfile/live/0015_1.m3u8
CCTV17,http://58.57.21.166:9901/tsfile/live/0019_1.m3u8
湖南卫视,http://58.57.21.166:9901/tsfile/live/0128_1.m3u8
浙江卫视,http://58.57.21.166:9901/tsfile/live/0124_1.m3u8
江苏卫视,http://58.57.21.166:9901/tsfile/live/0127_1.m3u8
北京卫视,http://58.57.21.166:9901/tsfile/live/0122_1.m3u8
广东卫视,http://58.57.21.166:9901/tsfile/live/0125_1.m3u8
吉林卫视,http://58.57.21.166:9901/tsfile/live/0116_1.m3u8
辽宁卫视,http://58.57.21.166:9901/tsfile/live/0121_1.m3u8
天津卫视,http://58.57.21.166:9901/tsfile/live/0135_1.m3u8
江西卫视,http://58.57.21.166:9901/tsfile/live/0138_1.m3u8
山东卫视,http://58.57.21.166:9901/tsfile/live/0131_1.m3u8
山西卫视,http://58.57.21.166:9901/tsfile/live/0118_1.m3u8
河南卫视,http://58.57.21.166:9901/tsfile/live/0139_1.m3u8
河北卫视,http://58.57.21.166:9901/tsfile/live/0117_1.m3u8
湖北卫视,http://58.57.21.166:9901/tsfile/live/0132_1.m3u8
深圳卫视,http://58.57.21.166:9901/tsfile/live/0126_1.m3u8
海南卫视,http://58.57.21.166:9901/tsfile/live/1000_1.m3u8
重庆卫视,http://58.57.21.166:9901/tsfile/live/0142_1.m3u8
贵州卫视,http://58.57.21.166:9901/tsfile/live/0120_1.m3u8
四川卫视,http://58.57.21.166:9901/tsfile/live/0123_1.m3u8
云南卫视,http://58.57.21.166:9901/tsfile/live/0119_1.m3u8
西藏卫视,http://58.57.21.166:9901/tsfile/live/0111_1.m3u8
陕西卫视,http://58.57.21.166:9901/tsfile/live/0136_1.m3u8
青海卫视,http://58.57.21.166:9901/tsfile/live/0140_1.m3u8
甘肃卫视,http://58.57.21.166:9901/tsfile/live/0141_1.m3u8
宁夏卫视,http://58.57.21.166:9901/tsfile/live/0112_1.m3u8
内蒙古卫视,http://58.57.21.166:9901/tsfile/live/0109_1.m3u8
山东影视,http://58.57.21.166:9901/tsfile/live/1004_1.m3u8
第39组,#genre#
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8
CCTV3,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8
CCTV4,http://58.57.40.22:9901/tsfile/live/1003_1.m3u8
CCTV5,http://58.57.40.22:9901/tsfile/live/1004_1.m3u8
CCTV5+,http://58.57.40.22:9901/tsfile/live/1005_1.m3u8
CCTV6,http://58.57.40.22:9901/tsfile/live/1006_1.m3u8
CCTV7,http://58.57.40.22:9901/tsfile/live/1007_1.m3u8
CCTV8,http://58.57.40.22:9901/tsfile/live/1008_1.m3u8
CCTV9,http://58.57.40.22:9901/tsfile/live/1009_1.m3u8
CCTV10,http://58.57.40.22:9901/tsfile/live/1010_1.m3u8
CCTV11,http://58.57.40.22:9901/tsfile/live/1011_1.m3u8
CCTV12,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8
CCTV13,http://58.57.40.22:9901/tsfile/live/1013_1.m3u8
CCTV14,http://58.57.40.22:9901/tsfile/live/1014_1.m3u8
CCTV15,http://58.57.40.22:9901/tsfile/live/1015_1.m3u8
CCTV17,http://58.57.40.22:9901/tsfile/live/0019_1.m3u8
湖南卫视,http://58.57.40.22:9901/tsfile/live/1028_1.m3u8
浙江卫视,http://58.57.40.22:9901/tsfile/live/1029_1.m3u8
江苏卫视,http://58.57.40.22:9901/tsfile/live/1031_1.m3u8
北京卫视,http://58.57.40.22:9901/tsfile/live/1032_1.m3u8
广东卫视,http://58.57.40.22:9901/tsfile/live/1039_1.m3u8
吉林卫视,http://58.57.40.22:9901/tsfile/live/1050_1.m3u8
辽宁卫视,http://58.57.40.22:9901/tsfile/live/1035_1.m3u8
黑龙江卫视,http://58.57.40.22:9901/tsfile/live/1040_1.m3u8
安徽卫视,http://58.57.40.22:9901/tsfile/live/1033_1.m3u8
东南卫视,http://58.57.40.22:9901/tsfile/live/1037_1.m3u8
天津卫视,http://58.57.40.22:9901/tsfile/live/1034_1.m3u8
江西卫视,http://58.57.40.22:9901/tsfile/live/1043_1.m3u8
河南卫视,http://58.57.40.22:9901/tsfile/live/1048_1.m3u8
河北卫视,http://58.57.40.22:9901/tsfile/live/1044_1.m3u8
湖北卫视,http://58.57.40.22:9901/tsfile/live/1038_1.m3u8
广西卫视,http://58.57.40.22:9901/tsfile/live/1049_1.m3u8
深圳卫视,http://58.57.40.22:9901/tsfile/live/1036_1.m3u8
海南卫视,http://58.57.40.22:9901/tsfile/live/1000_1.m3u8
重庆卫视,http://58.57.40.22:9901/tsfile/live/0142_1.m3u8
贵州卫视,http://58.57.40.22:9901/tsfile/live/1042_1.m3u8
四川卫视,http://58.57.40.22:9901/tsfile/live/1046_1.m3u8
云南卫视,http://58.57.40.22:9901/tsfile/live/1047_1.m3u8
青海卫视,http://58.57.40.22:9901/tsfile/live/1057_1.m3u8
甘肃卫视,http://58.57.40.22:9901/tsfile/live/1056_1.m3u8
新疆卫视,http://58.57.40.22:9901/tsfile/live/1055_1.m3u8
宁夏卫视,http://58.57.40.22:9901/tsfile/live/1054_1.m3u8
CGTN,http://58.57.40.22:9901/tsfile/live/1064_1.m3u8
上海卫视,http://58.57.40.22:9901/tsfile/live/1030_1.m3u8
卡酷少儿,http://58.57.40.22:9901/tsfile/live/1060_1.m3u8
哈哈炫动,http://58.57.40.22:9901/tsfile/live/1061_1.m3u8
山东体育,http://58.57.40.22:9901/tsfile/live/1020_1.m3u8
山东农科,http://58.57.40.22:9901/tsfile/live/1022_1.m3u8
山东少儿,http://58.57.40.22:9901/tsfile/live/1024_1.m3u8
山东教育卫视,http://58.57.40.22:9901/tsfile/live/1026_1.m3u8
山东文旅,http://58.57.40.22:9901/tsfile/live/1023_1.m3u8
山东新闻,http://58.57.40.22:9901/tsfile/live/1019_1.m3u8
山东生活,http://58.57.40.22:9901/tsfile/live/1018_1.m3u8
山东综艺,http://58.57.40.22:9901/tsfile/live/1021_1.m3u8
纪实人文,http://58.57.40.22:9901/tsfile/live/1069_1.m3u8
金鹰卡通,http://58.57.40.22:9901/tsfile/live/1059_1.m3u8
金鹰纪实,http://58.57.40.22:9901/tsfile/live/1070_1.m3u8
第40组,#genre#
2梅州1,http://59.32.97.11:9901/tsfile/live/1018_1.m3u8
第41组,#genre#
CHC动作电影,http://59.32.97.159:9901/tsfile/live/1029_1.m3u8
CHC家庭影院,http://59.32.97.159:9901/tsfile/live/1028_1.m3u8
CHC电影,http://59.32.97.159:9901/tsfile/live/1030_1.m3u8
CCTV1,http://59.32.97.159:9901/tsfile/live/1005_1.m3u8
CCTV2,http://59.32.97.159:9901/tsfile/live/1006_1.m3u8
CCTV3,http://59.32.97.159:9901/tsfile/live/1040_1.m3u8
CCTV4,http://59.32.97.159:9901/tsfile/live/1041_1.m3u8
CCTV5,http://59.32.97.159:9901/tsfile/live/1042_1.m3u8
CCTV5+,http://59.32.97.159:9901/tsfile/live/1043_1.m3u8
CCTV6,http://59.32.97.159:9901/tsfile/live/1044_1.m3u8
CCTV7,http://59.32.97.159:9901/tsfile/live/1045_1.m3u8
CCTV8,http://59.32.97.159:9901/tsfile/live/1046_1.m3u8
CCTV9,http://59.32.97.159:9901/tsfile/live/1047_1.m3u8
CCTV10,http://59.32.97.159:9901/tsfile/live/1048_1.m3u8
CCTV11,http://59.32.97.159:9901/tsfile/live/1049_1.m3u8
CCTV12,http://59.32.97.159:9901/tsfile/live/1050_1.m3u8
CCTV13,http://59.32.97.159:9901/tsfile/live/1004_1.m3u8
CCTV14,http://59.32.97.159:9901/tsfile/live/1051_1.m3u8
CCTV15,http://59.32.97.159:9901/tsfile/live/1102_1.m3u8
CCTV16,http://59.32.97.159:9901/tsfile/live/1087_1.m3u8
CCTV17,http://59.32.97.159:9901/tsfile/live/1052_1.m3u8
江苏卫视,http://59.32.97.159:9901/tsfile/live/1060_1.m3u8
北京卫视,http://59.32.97.159:9901/tsfile/live/1058_1.m3u8
广东卫视,http://59.32.97.159:9901/tsfile/live/1001_1.m3u8
安徽卫视,http://59.32.97.159:9901/tsfile/live/1056_1.m3u8
东南卫视,http://59.32.97.159:9901/tsfile/live/1069_1.m3u8
天津卫视,http://59.32.97.159:9901/tsfile/live/1054_1.m3u8
山东卫视,http://59.32.97.159:9901/tsfile/live/1057_1.m3u8
四川卫视,http://59.32.97.159:9901/tsfile/live/1063_1.m3u8
兵团卫视,http://59.32.97.159:9901/tsfile/live/1077_1.m3u8
新疆卫视,http://59.32.97.159:9901/tsfile/live/1076_1.m3u8
宁夏卫视,http://59.32.97.159:9901/tsfile/live/1079_1.m3u8
CCTN,http://59.32.97.159:9901/tsfile/live/1053_1.m3u8
上海卫视,http://59.32.97.159:9901/tsfile/live/1071_1.m3u8
中国天气,http://59.32.97.159:9901/tsfile/live/1088_1.m3u8
丰顺综合,http://59.32.97.159:9901/tsfile/live/1020_1.m3u8
五华1,http://59.32.97.159:9901/tsfile/live/1007_1.m3u8
佳嘉卡通,http://59.32.97.159:9901/tsfile/live/1100_1.m3u8
冬奧纪实,http://59.32.97.159:9901/tsfile/live/1082_1.m3u8
凤凰卫视,http://59.32.97.159:9901/tsfile/live/1106_1.m3u8
动漫秀场,http://59.32.97.159:9901/tsfile/live/1037_1.m3u8
南方卫视,http://59.32.97.159:9901/tsfile/live/1021_1.m3u8
岭南戏曲,http://59.32.97.159:9901/tsfile/live/1074_1.m3u8
平远1,http://59.32.97.159:9901/tsfile/live/1017_1.m3u8
幸福剧场,http://59.32.97.159:9901/tsfile/live/1034_1.m3u8
广东体育,http://59.32.97.159:9901/tsfile/live/1081_1.m3u8
广东公共,http://59.32.97.159:9901/tsfile/live/1002_1.m3u8
广东少儿,http://59.32.97.159:9901/tsfile/live/1101_1.m3u8
广东影视,http://59.32.97.159:9901/tsfile/live/1023_1.m3u8
广东新闻,http://59.32.97.159:9901/tsfile/live/1003_1.m3u8
广东珠江,http://59.32.97.159:9901/tsfile/live/1000_1.m3u8
新视觉,http://59.32.97.159:9901/tsfile/live/1084_1.m3u8
明珠台,http://59.32.97.159:9901/tsfile/live/1014_1.m3u8
梅州1,http://59.32.97.159:9901/tsfile/live/1009_1.m3u8
梅州2,http://59.32.97.159:9901/tsfile/live/1010_1.m3u8
梅州导视,http://59.32.97.159:9901/tsfile/live/1038_1.m3u8
梅州导视,http://59.32.97.159:9901/tsfile/live/1039_1.m3u8
欢笑剧场,http://59.32.97.159:9901/tsfile/live/1085_1.m3u8
每天影院,http://59.32.97.159:9901/tsfile/live/1033_1.m3u8
求索,http://59.32.97.159:9901/tsfile/live/1094_1.m3u8
第42组,#genre#
CCTV1,http://59.62.8.250:9901/tsfile/live/0001_1.m3u8
CCTV2,http://59.62.8.250:9901/tsfile/live/0002_1.m3u8
CCTV3,http://59.62.8.250:9901/tsfile/live/0003_1.m3u8
CCTV9,http://59.62.8.250:9901/tsfile/live/0009_1.m3u8
CCTV10,http://59.62.8.250:9901/tsfile/live/0010_1.m3u8
CCTV11,http://59.62.8.250:9901/tsfile/live/0011_1.m3u8
CCTV12,http://59.62.8.250:9901/tsfile/live/0012_1.m3u8
CCTV15,http://59.62.8.250:9901/tsfile/live/0015_1.m3u8
浙江卫视,http://59.62.8.250:9901/tsfile/live/0124_1.m3u8
北京卫视,http://59.62.8.250:9901/tsfile/live/0122_1.m3u8
广东卫视,http://59.62.8.250:9901/tsfile/live/0125_1.m3u8
吉林卫视,http://59.62.8.250:9901/tsfile/live/0116_1.m3u8
辽宁卫视,http://59.62.8.250:9901/tsfile/live/0121_1.m3u8
黑龙江卫视,http://59.62.8.250:9901/tsfile/live/0143_1.m3u8
安徽卫视,http://59.62.8.250:9901/tsfile/live/0130_1.m3u8
东南卫视,http://59.62.8.250:9901/tsfile/live/0137_1.m3u8
山东卫视,http://59.62.8.250:9901/tsfile/live/0131_1.m3u8
山西卫视,http://59.62.8.250:9901/tsfile/live/0118_1.m3u8
湖北卫视,http://59.62.8.250:9901/tsfile/live/0132_1.m3u8
广西卫视,http://59.62.8.250:9901/tsfile/live/0113_1.m3u8
四川卫视,http://59.62.8.250:9901/tsfile/live/0123_1.m3u8
云南卫视,http://59.62.8.250:9901/tsfile/live/0119_1.m3u8
陕西卫视,http://59.62.8.250:9901/tsfile/live/0136_1.m3u8
新疆卫视,http://59.62.8.250:9901/tsfile/live/0110_1.m3u8
上海卫视,http://59.62.8.250:9901/tsfile/live/0107_1.m3u8
风云足球,http://59.62.8.250:9901/tsfile/live/0108_1.m3u8
第43组,#genre#
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8
CCTV2,http://61.136.172.236:9901/tsfile/live/0002_1.m3u8
CCTV3,http://61.136.172.236:9901/tsfile/live/0003_1.m3u8
CCTV5,http://61.136.172.236:9901/tsfile/live/0005_1.m3u8
CCTV5+,http://61.136.172.236:9901/tsfile/live/0016_1.m3u8
CCTV6,http://61.136.172.236:9901/tsfile/live/0006_1.m3u8
CCTV8,http://61.136.172.236:9901/tsfile/live/0008_1.m3u8
CCTV9,http://61.136.172.236:9901/tsfile/live/0009_1.m3u8
CCTV10,http://61.136.172.236:9901/tsfile/live/0010_1.m3u8
CCTV11,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8
CCTV13,http://61.136.172.236:9901/tsfile/live/0013_1.m3u8
CCTV14,http://61.136.172.236:9901/tsfile/live/0014_1.m3u8
CCTV15,http://61.136.172.236:9901/tsfile/live/0015_1.m3u8
湖南卫视,http://61.136.172.236:9901/tsfile/live/0128_1.m3u8
浙江卫视,http://61.136.172.236:9901/tsfile/live/0124_1.m3u8
江苏卫视,http://61.136.172.236:9901/tsfile/live/0127_1.m3u8
北京卫视,http://61.136.172.236:9901/tsfile/live/0122_1.m3u8
广东卫视,http://61.136.172.236:9901/tsfile/live/0125_1.m3u8
吉林卫视,http://61.136.172.236:9901/tsfile/live/0116_1.m3u8
辽宁卫视,http://61.136.172.236:9901/tsfile/live/0121_1.m3u8
黑龙江卫视,http://61.136.172.236:9901/tsfile/live/0143_1.m3u8
安徽卫视,http://61.136.172.236:9901/tsfile/live/0130_1.m3u8
东南卫视,http://61.136.172.236:9901/tsfile/live/0137_1.m3u8
天津卫视,http://61.136.172.236:9901/tsfile/live/0135_1.m3u8
江西卫视,http://61.136.172.236:9901/tsfile/live/0138_1.m3u8
山东卫视,http://61.136.172.236:9901/tsfile/live/0131_1.m3u8
河南卫视,http://61.136.172.236:9901/tsfile/live/0139_1.m3u8
河北卫视,http://61.136.172.236:9901/tsfile/live/0117_1.m3u8
湖北卫视,http://61.136.172.236:9901/tsfile/live/0132_1.m3u8
广西卫视,http://61.136.172.236:9901/tsfile/live/0113_1.m3u8
深圳卫视,http://61.136.172.236:9901/tsfile/live/0126_1.m3u8
重庆卫视,http://61.136.172.236:9901/tsfile/live/0142_1.m3u8
贵州卫视,http://61.136.172.236:9901/tsfile/live/0120_1.m3u8
四川卫视,http://61.136.172.236:9901/tsfile/live/0123_1.m3u8
上海卫视,http://61.136.172.236:9901/tsfile/live/0107_1.m3u8
第44组,#genre#
CHC动作电影,http://61.184.128.243:1111/tsfile/live/1007_1.m3u8
CHC电影,http://61.184.128.243:1111/tsfile/live/1006_1.m3u8
CCTV1,http://61.184.128.243:1111/tsfile/live/0001_1.m3u8
CCTV2,http://61.184.128.243:1111/tsfile/live/0002_1.m3u8
CCTV3,http://61.184.128.243:1111/tsfile/live/0003_1.m3u8
CCTV4,http://61.184.128.243:1111/tsfile/live/1000_1.m3u8
CCTV5,http://61.184.128.243:1111/tsfile/live/0005_1.m3u8
CCTV5+,http://61.184.128.243:1111/tsfile/live/0016_1.m3u8
CCTV6,http://61.184.128.243:1111/tsfile/live/0006_1.m3u8
CCTV7,http://61.184.128.243:1111/tsfile/live/1001_1.m3u8
CCTV8,http://61.184.128.243:1111/tsfile/live/0008_1.m3u8
CCTV9,http://61.184.128.243:1111/tsfile/live/0009_1.m3u8
CCTV10,http://61.184.128.243:1111/tsfile/live/0010_1.m3u8
CCTV11,http://61.184.128.243:1111/tsfile/live/0011_1.m3u8
CCTV12,http://61.184.128.243:1111/tsfile/live/0012_1.m3u8
CCTV13,http://61.184.128.243:1111/tsfile/live/0013_1.m3u8
CCTV14,http://61.184.128.243:1111/tsfile/live/0014_1.m3u8
CCTV15,http://61.184.128.243:1111/tsfile/live/0015_1.m3u8
CCTV17,http://61.184.128.243:1111/tsfile/live/1002_1.m3u8
湖南卫视,http://61.184.128.243:1111/tsfile/live/0128_1.m3u8
浙江卫视,http://61.184.128.243:1111/tsfile/live/0124_1.m3u8
